fcu_concept,method,geves_name,eppo_scientific_name,taxref_ref_full_name,taxon,rank
http://ontology.inrae.fr/frenchcropusage/Ananas,eppo,,Ananas comosus,"Ananas comosus (L.) Merr., 1917",http://taxref.mnhn.fr/lod/taxon/447782,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Aneths,eppo,,Anethum graveolens,"Anethum graveolens L., 1753",http://taxref.mnhn.fr/lod/taxon/82692,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Aneths,eppo,,Anethum graveolens,"Anethum graveolens L., 1753",http://taxref.mnhn.fr/lod/taxon/82692,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Aneths,eppo,,Anethum graveolens,"Anethum graveolens L., 1753",http://taxref.mnhn.fr/lod/taxon/82692,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Angeliques,eppo,,Dicorynia guianensis,"Dicorynia guianensis Amshoff, 1939",http://taxref.mnhn.fr/lod/taxon/733639,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Angeliques,eppo,,Angelica archangelica,"Angelica archangelica L., 1753",http://taxref.mnhn.fr/lod/taxon/82705,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Angeliques,eppo,,Angelica archangelica,"Angelica archangelica L., 1753",http://taxref.mnhn.fr/lod/taxon/82705,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Anis_vert,eppo,,Pimpinella anisum,"Pimpinella anisum L., 1753",http://taxref.mnhn.fr/lod/taxon/113554,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Anis_vert,eppo,,Pimpinella anisum,"Pimpinella anisum L., 1753",http://taxref.mnhn.fr/lod/taxon/113554,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Arachides,eppo,,Arachis hypogaea,"Arachis hypogaea L., 1753",http://taxref.mnhn.fr/lod/taxon/611649,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Arachides,eppo,,Arachis hypogaea,"Arachis hypogaea L., 1753",http://taxref.mnhn.fr/lod/taxon/611649,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Artichauts,eppo,,Cynara scolymus,"Cynara scolymus L., 1753",http://taxref.mnhn.fr/lod/taxon/93795,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Asperges,eppo,,Hyssopus officinalis,"Hyssopus officinalis L., 1753",http://taxref.mnhn.fr/lod/taxon/103406,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Asperges,eppo,,Asparagus albus,"Asparagus albus L., 1753",http://taxref.mnhn.fr/lod/taxon/84265,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Asperges,eppo,,Limodorum abortivum,"Limodorum abortivum (L.) Sw., 1799",http://taxref.mnhn.fr/lod/taxon/106026,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Attiers,eppo,,Annona squamosa,"Annona squamosa L., 1753",http://taxref.mnhn.fr/lod/taxon/446901,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Attiers,eppo,,Annona squamosa,"Annona squamosa L., 1753",http://taxref.mnhn.fr/lod/taxon/446901,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Aubergines,eppo,,Solanum melongena,"Solanum melongena L., 1753",http://taxref.mnhn.fr/lod/taxon/124075,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Avocatiers,eppo,,Persea americana,"Persea americana Mill., 1768",http://taxref.mnhn.fr/lod/taxon/447273,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Avoines,eppo,,Avena sativa,"Avena sativa L., 1753",http://taxref.mnhn.fr/lod/taxon/85357,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Avoines_nues,eppo,,Avena nuda,"Avena nuda L., 1756",http://taxref.mnhn.fr/lod/taxon/85323,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Avoines_nues,eppo,,Avena nuda,"Avena nuda L., 1756",http://taxref.mnhn.fr/lod/taxon/85323,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Avoines_rudes,eppo,,Avena strigosa,"Avena strigosa Schreb., 1771",http://taxref.mnhn.fr/lod/taxon/85378,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Avoines_rudes,eppo,,Avena strigosa,"Ventenata dubia (Leers) Coss., 1855",http://taxref.mnhn.fr/lod/taxon/128518,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Badianiers_de_Chine,eppo,,Illicium verum,"Illicium verum Hook.f., 1888",http://taxref.mnhn.fr/lod/taxon/629897,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Badianiers_de_Chine,eppo,,Illicium verum,"Illicium verum Hook.f., 1888",http://taxref.mnhn.fr/lod/taxon/629897,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bananiers,eppo,,Musa x paradisiaca,"Musa x paradisiaca L., 1753",http://taxref.mnhn.fr/lod/taxon/447855,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bananiers_plantains,eppo,,Musa x paradisiaca,"Musa x paradisiaca L., 1753",http://taxref.mnhn.fr/lod/taxon/447855,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bardanes,eppo,,Arctium lappa,"Arctium lappa L., 1753",http://taxref.mnhn.fr/lod/taxon/83499,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Basilics,eppo,,Ocimum basilicum,"Ocimum basilicum L., 1753",http://taxref.mnhn.fr/lod/taxon/109797,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Betteraves,eppo,,Beta vulgaris,"Beta vulgaris L., 1753",http://taxref.mnhn.fr/lod/taxon/85820,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bigaradiers,eppo,,Citrus aurantium,"Citrus x aurantium var. sinensis L., 1753",http://taxref.mnhn.fr/lod/taxon/971672,http://taxref.mnhn.fr/lod/taxrank/Varietas
http://ontology.inrae.fr/frenchcropusage/Bigaradiers,eppo,,Citrus aurantium,"Citrus x aurantium L., 1753",http://taxref.mnhn.fr/lod/taxon/966887,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bigaradiers,eppo,,Citrus aurantium,"Citrus x aurantium var. sinensis L., 1753",http://taxref.mnhn.fr/lod/taxon/971672,http://taxref.mnhn.fr/lod/taxrank/Varietas
http://ontology.inrae.fr/frenchcropusage/Bigaradiers,eppo,,Citrus aurantium,"Citrus x aurantium L., 1753",http://taxref.mnhn.fr/lod/taxon/966887,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bigaradiers,eppo,,Citrus aurantium,"Citrus x aurantium var. sinensis L., 1753",http://taxref.mnhn.fr/lod/taxon/971672,http://taxref.mnhn.fr/lod/taxrank/Varietas
http://ontology.inrae.fr/frenchcropusage/Bigaradiers,eppo,,Citrus aurantium,"Citrus x aurantium L., 1753",http://taxref.mnhn.fr/lod/taxon/966887,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bles,eppo,,Triticum aestivum,"Triticum aestivum L., 1753",http://taxref.mnhn.fr/lod/taxon/127692,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bles,eppo,,Triticum aestivum,"Triticum aestivum L., 1753",http://taxref.mnhn.fr/lod/taxon/127692,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bles,eppo,,Triticum aestivum,"Triticum aestivum L., 1753",http://taxref.mnhn.fr/lod/taxon/127692,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bles,eppo,,Triticum aestivum,"Triticum aestivum L., 1753",http://taxref.mnhn.fr/lod/taxon/127692,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bles_durs,eppo,,Triticum durum,"Triticum turgidum subsp. durum (Desf.) Husn., 1899",http://taxref.mnhn.fr/lod/taxon/141978,http://taxref.mnhn.fr/lod/taxrank/SubSpecies
http://ontology.inrae.fr/frenchcropusage/Bles_durs,eppo,,Bombax ceiba,"Bombax ceiba L., 1753",http://taxref.mnhn.fr/lod/taxon/629181,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bles_tendres,eppo,,Triticum aestivum,"Triticum aestivum L., 1753",http://taxref.mnhn.fr/lod/taxon/127692,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bles_tendres,eppo,,Triticum aestivum,"Triticum aestivum L., 1753",http://taxref.mnhn.fr/lod/taxon/127692,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bles_tendres,eppo,,Triticum aestivum,"Triticum aestivum L., 1753",http://taxref.mnhn.fr/lod/taxon/127692,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bles_tendres,eppo,,Triticum aestivum,"Triticum aestivum L., 1753",http://taxref.mnhn.fr/lod/taxon/127692,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bleuets,eppo,,Centaurea cyanus,"Cyanus segetum Hill, 1762",http://taxref.mnhn.fr/lod/taxon/93680,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bleuets,eppo,,Centaurea cyanus,"Cyanus segetum Hill, 1762",http://taxref.mnhn.fr/lod/taxon/93680,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bleuets,eppo,,Vaccinium myrtillus,"Vaccinium myrtillus L., 1753",http://taxref.mnhn.fr/lod/taxon/128345,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bleuets,eppo,,Centaurea cyanus,"Cyanus segetum Hill, 1762",http://taxref.mnhn.fr/lod/taxon/93680,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bleuets,eppo,,Cyanus montanus,"Cyanus montanus (L.) Hill, 1768",http://taxref.mnhn.fr/lod/taxon/93673,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bleuets,eppo,,Cyanus montanus,"Cyanus montanus (L.) Hill, 1768",http://taxref.mnhn.fr/lod/taxon/93673,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bleuets,eppo,,Centaurea cyanus,"Cyanus segetum Hill, 1762",http://taxref.mnhn.fr/lod/taxon/93680,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bleuets,eppo,,Cyanus montanus,"Cyanus montanus (L.) Hill, 1768",http://taxref.mnhn.fr/lod/taxon/93673,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bleuets,eppo,,Cyanus montanus,"Cyanus montanus (L.) Hill, 1768",http://taxref.mnhn.fr/lod/taxon/93673,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bourraches,eppo,,Borago officinalis,"Borago officinalis L., 1753",http://taxref.mnhn.fr/lod/taxon/86156,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bourraches,eppo,,Borago officinalis,"Borago officinalis L., 1753",http://taxref.mnhn.fr/lod/taxon/86156,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bredes,eppo,,Acmella oleracea,"Acmella oleracea (L.) R.K.Jansen, 1985",http://taxref.mnhn.fr/lod/taxon/629011,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bugles_rampantes,eppo,,Ajuga reptans,"Ajuga reptans L., 1753",http://taxref.mnhn.fr/lod/taxon/80990,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cacaoyers,eppo,,Theobroma cacao,"Theobroma cacao L., 1753",http://taxref.mnhn.fr/lod/taxon/447630,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cafeiers,eppo,,Coffea arabica,"Coffea arabica L., 1753",http://taxref.mnhn.fr/lod/taxon/447477,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Calebasses,eppo,,Lagenaria siceraria,"Lagenaria siceraria (Molina) Standl., 1930",http://taxref.mnhn.fr/lod/taxon/104807,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Calebasses,eppo,,Cucurbita pepo,"Cucurbita pepo L., 1753",http://taxref.mnhn.fr/lod/taxon/93555,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Camelines,eppo,,Camelina sativa,"Camelina sativa (L.) Crantz, 1762",http://taxref.mnhn.fr/lod/taxon/87583,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Camomilles,eppo,,Chamaemelum nobile,"Chamaemelum nobile (L.) All., 1785",http://taxref.mnhn.fr/lod/taxon/90470,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Canneberges,eppo,,Vaccinium oxycoccos,"Vaccinium oxycoccos L., 1753",http://taxref.mnhn.fr/lod/taxon/128347,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cannes_sucres,eppo,,Saccharum officinarum,"Saccharum officinarum L., 1753",http://taxref.mnhn.fr/lod/taxon/446334,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Caramboliers,eppo,,Allium ampeloprasum,"Allium ampeloprasum L., 1753",http://taxref.mnhn.fr/lod/taxon/81313,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Caramboliers,eppo,,Averrhoa carambola,"Averrhoa carambola L., 1753",http://taxref.mnhn.fr/lod/taxon/447428,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cardamomes,eppo,,Elettaria cardamomum,"Elettaria cardamomum (L.) Maton, 1811",http://taxref.mnhn.fr/lod/taxon/629613,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cardons,eppo,,Cynara cardunculus,"Cynara cardunculus L., 1753",http://taxref.mnhn.fr/lod/taxon/93783,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cardons,eppo,,Cynara cardunculus,"Cynara cardunculus L., 1753",http://taxref.mnhn.fr/lod/taxon/93783,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Carottes,eppo,,Daucus carota,"Daucus carota L., 1753",http://taxref.mnhn.fr/lod/taxon/94503,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Carottes,eppo,,Daucus carota,"Daucus carota subsp. sativus (Hoffm.) Schübl. & G.Martens, 1834",http://taxref.mnhn.fr/lod/taxon/133744,http://taxref.mnhn.fr/lod/taxrank/SubSpecies
http://ontology.inrae.fr/frenchcropusage/Caroubiers,eppo,,Ceratonia siliqua,"Ceratonia siliqua L., 1753",http://taxref.mnhn.fr/lod/taxon/447038,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Carvis,eppo,,Carum carvi,"Carum carvi L., 1753",http://taxref.mnhn.fr/lod/taxon/89250,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Carvis,eppo,,Carum carvi,"Carum carvi L., 1753",http://taxref.mnhn.fr/lod/taxon/89250,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Carvis,eppo,,Carum carvi,"Carum carvi L., 1753",http://taxref.mnhn.fr/lod/taxon/89250,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cassissiers,eppo,,Ribes nigrum,"Ribes nigrum L., 1753",http://taxref.mnhn.fr/lod/taxon/117766,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cassissiers,eppo,,Ribes nigrum,"Ribes nigrum L., 1753",http://taxref.mnhn.fr/lod/taxon/117766,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cedratiers,eppo,,Citrus medica,"Citrus medica L., 1753",http://taxref.mnhn.fr/lod/taxon/91811,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Celeris,eppo,,Apium graveolens,"Apium graveolens L., 1753",http://taxref.mnhn.fr/lod/taxon/83195,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Celeris,eppo,,Apium graveolens,"Apium graveolens L., 1753",http://taxref.mnhn.fr/lod/taxon/83195,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Celeris,eppo,,Cicuta virosa,"Cicuta virosa L., 1753",http://taxref.mnhn.fr/lod/taxon/91199,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Celeris_couper,eppo,,Apium graveolens var. secalinum,"Apium graveolens L., 1753",http://taxref.mnhn.fr/lod/taxon/83195,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Celeris_raves,eppo,,Apium graveolens var. rapaceum,"Apium graveolens L., 1753",http://taxref.mnhn.fr/lod/taxon/83195,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Celeris_raves,eppo,,Apium graveolens var. rapaceum,"Apium graveolens L., 1753",http://taxref.mnhn.fr/lod/taxon/83195,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Celeris_raves,eppo,,Apium graveolens var. rapaceum,"Apium graveolens L., 1753",http://taxref.mnhn.fr/lod/taxon/83195,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Celeris_raves,eppo,,Apium graveolens var. rapaceum,"Apium graveolens L., 1753",http://taxref.mnhn.fr/lod/taxon/83195,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cerfeuils,eppo,,Anthriscus cerefolium,"Anthriscus cerefolium (L.) Hoffm., 1814",http://taxref.mnhn.fr/lod/taxon/82932,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cerfeuils_anises,eppo,,Myrrhis odorata,"Myrrhis odorata (L.) Scop., 1771",http://taxref.mnhn.fr/lod/taxon/109161,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cerfeuils_anises,eppo,,Myrrhis odorata,"Myrrhis odorata (L.) Scop., 1771",http://taxref.mnhn.fr/lod/taxon/109161,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cerfeuils_anises,eppo,,Myrrhis odorata,"Myrrhis odorata (L.) Scop., 1771",http://taxref.mnhn.fr/lod/taxon/109161,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cerfeuils_anises,eppo,,Myrrhis odorata,"Myrrhis odorata (L.) Scop., 1771",http://taxref.mnhn.fr/lod/taxon/109161,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cerfeuils_anises,eppo,,Myrrhis odorata,"Myrrhis odorata (L.) Scop., 1771",http://taxref.mnhn.fr/lod/taxon/109161,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cerfeuils_communs,eppo,,Anthriscus cerefolium,"Anthriscus cerefolium (L.) Hoffm., 1814",http://taxref.mnhn.fr/lod/taxon/82932,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cerfeuils_communs,eppo,,Anthriscus cerefolium,"Anthriscus cerefolium (L.) Hoffm., 1814",http://taxref.mnhn.fr/lod/taxon/82932,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cerfeuils_tubereux,eppo,,Chaerophyllum bulbosum,"Chaerophyllum bulbosum L., 1753",http://taxref.mnhn.fr/lod/taxon/90330,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cerfeuils_tubereux,eppo,,Chaerophyllum bulbosum,"Chaerophyllum bulbosum L., 1753",http://taxref.mnhn.fr/lod/taxon/90330,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cerfeuils_tubereux,eppo,,Chaerophyllum bulbosum,"Chaerophyllum bulbosum L., 1753",http://taxref.mnhn.fr/lod/taxon/90330,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cerisiers,eppo,,Prunus cerasus,"Prunus cerasus L., 1753",http://taxref.mnhn.fr/lod/taxon/116054,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cerisiers,eppo,,Prunus avium,"Prunus avium (L.) L., 1755",http://taxref.mnhn.fr/lod/taxon/116043,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cerisiers,eppo,,Prunus avium,"Prunus avium (L.) L., 1755",http://taxref.mnhn.fr/lod/taxon/116043,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cerisiers,eppo,,Prunus avium,"Prunus avium (L.) L., 1755",http://taxref.mnhn.fr/lod/taxon/116043,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cerisiers_de_Cayenne,eppo,,Eugenia uniflora,"Eugenia uniflora L., 1753",http://taxref.mnhn.fr/lod/taxon/447398,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Champignons,eppo,,Agaricus bisporus,"Agaricus bisporus (J.E.Lange) Imbach, 1946",http://taxref.mnhn.fr/lod/taxon/37939,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Champignons,eppo,,Agaricus bisporus,"Agaricus bisporus (J.E.Lange) Imbach, 1946",http://taxref.mnhn.fr/lod/taxon/37939,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Champignons,eppo,,Agaricus bisporus,"Agaricus bisporus (J.E.Lange) Imbach, 1946",http://taxref.mnhn.fr/lod/taxon/37939,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Chanvres,eppo,,Cannabis sativa subsp. indica,"Cannabis sativa subsp. indica (Lam.) E.Small & Cronquist, 1976",http://taxref.mnhn.fr/lod/taxon/132533,http://taxref.mnhn.fr/lod/taxrank/SubSpecies
