fcu_concept,method,geves_name,eppo_scientific_name,taxref_ref_full_name,taxon,rank
http://ontology.inrae.fr/frenchcropusage/Bromes,direct,,,"Bromus pseudothominei P.Sm., 1968",http://taxref.mnhn.fr/lod/taxon/86728,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bromes,direct,,,"Anisantha tectorum (L.) Nevski, 1934",http://taxref.mnhn.fr/lod/taxon/82758,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bromes,direct,,,"Anisantha rubens (L.) Nevski, 1934",http://taxref.mnhn.fr/lod/taxon/82756,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Bromes,direct,,,"Bromopsis pannonica subsp. monoclada (Domin) Holub, 1973",http://taxref.mnhn.fr/lod/taxon/154742,http://taxref.mnhn.fr/lod/taxrank/SubSpecies
http://ontology.inrae.fr/frenchcropusage/Cacaoyers,direct,,,"Theobroma cacao L., 1753",http://taxref.mnhn.fr/lod/taxon/447630,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cacaoyers,direct,,,"Theobroma cacao L., 1753",http://taxref.mnhn.fr/lod/taxon/447630,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cafeiers,direct,,,"Coffea arabica L., 1753",http://taxref.mnhn.fr/lod/taxon/447477,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Calebasses,direct,,,"Lagenaria siceraria (Molina) Standl., 1930",http://taxref.mnhn.fr/lod/taxon/104807,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Camomilles,direct,,,"Chamaemelum nobile (L.) All., 1785",http://taxref.mnhn.fr/lod/taxon/90470,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cannes_sucres,direct,,,"Saccharum officinarum L., 1753",http://taxref.mnhn.fr/lod/taxon/446334,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Caramboliers,direct,,,"Averrhoa carambola L., 1753",http://taxref.mnhn.fr/lod/taxon/447428,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Caramboliers,direct,,,"Averrhoa carambola L., 1753",http://taxref.mnhn.fr/lod/taxon/447428,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cardamomes,direct,,,"Elettaria cardamomum (L.) Maton, 1811",http://taxref.mnhn.fr/lod/taxon/629613,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Celeris,direct,,,"Apium graveolens L., 1753",http://taxref.mnhn.fr/lod/taxon/83195,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Celeris_a_cotes,direct,,,"Apium graveolens L., 1753",http://taxref.mnhn.fr/lod/taxon/83195,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cerfeuils_tubereux,direct,,,"Chaerophyllum bulbosum L., 1753",http://taxref.mnhn.fr/lod/taxon/90330,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cerisiers,direct,,,"Eugenia uniflora L., 1753",http://taxref.mnhn.fr/lod/taxon/447398,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cerisiers,direct,,,"Prunus cerasus L., 1753",http://taxref.mnhn.fr/lod/taxon/116054,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cerisiers,direct,,,"Prunus cerasus var. acida (Ehrh.) Willd., 1796",http://taxref.mnhn.fr/lod/taxon/150261,http://taxref.mnhn.fr/lod/taxrank/Varietas
http://ontology.inrae.fr/frenchcropusage/Cerisiers,direct,,,"Eugenia procera (Sw.) Poir., 1813",http://taxref.mnhn.fr/lod/taxon/629696,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cerisiers_de_Cayenne,direct,,,"Eugenia uniflora L., 1753",http://taxref.mnhn.fr/lod/taxon/447398,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Champignons,direct,,,"Agaricus bisporus (J.E.Lange) Imbach, 1946",http://taxref.mnhn.fr/lod/taxon/37939,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Chataigniers,direct,,,"Artocarpus camansi Blanco, 1837",http://taxref.mnhn.fr/lod/taxon/847828,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Chenes,direct,,,"Quercus x firmurensis Hy, 1898",http://taxref.mnhn.fr/lod/taxon/116816,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Chenes,direct,,,"Quercus x diversifrons Borbás, 1887",http://taxref.mnhn.fr/lod/taxon/116814,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Chenes,direct,,,"Quercus pubescens Willd., 1805",http://taxref.mnhn.fr/lod/taxon/116751,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Chicorees_Bruxelles,direct,,,"Cichorium endivia L., 1753",http://taxref.mnhn.fr/lod/taxon/91165,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Chicorees_frisees,direct,,,"Cichorium endivia var. crispum (Mill.) Lam., 1785",http://taxref.mnhn.fr/lod/taxon/716905,http://taxref.mnhn.fr/lod/taxrank/Varietas
http://ontology.inrae.fr/frenchcropusage/Chicorees_industrielles,direct,,,"Cichorium intybus var. sativum Bisch., 1851",http://taxref.mnhn.fr/lod/taxon/613491,http://taxref.mnhn.fr/lod/taxrank/Varietas
http://ontology.inrae.fr/frenchcropusage/Chicorees_potageres,direct,,,"Hyoseris radiata L., 1753",http://taxref.mnhn.fr/lod/taxon/103205,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Chicorees_potageres,direct,,,"Cichorium endivia L., 1753",http://taxref.mnhn.fr/lod/taxon/91165,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Choux_Bruxelles,direct,,,"Brassica oleracea var. gemmifera DC., 1821",http://taxref.mnhn.fr/lod/taxon/446633,http://taxref.mnhn.fr/lod/taxrank/Varietas
http://ontology.inrae.fr/frenchcropusage/Choux_Milan,direct,,,"Brassica oleracea var. sabauda L., 1753",http://taxref.mnhn.fr/lod/taxon/144392,http://taxref.mnhn.fr/lod/taxrank/Varietas
http://ontology.inrae.fr/frenchcropusage/Choux_Milan,direct,,,"Brassica oleracea var. sabauda L., 1753",http://taxref.mnhn.fr/lod/taxon/144392,http://taxref.mnhn.fr/lod/taxrank/Varietas
http://ontology.inrae.fr/frenchcropusage/Choux_brocolis,direct,,,"Brassica oleracea var. italica Plenck, 1794",http://taxref.mnhn.fr/lod/taxon/613661,http://taxref.mnhn.fr/lod/taxrank/Varietas
http://ontology.inrae.fr/frenchcropusage/Choux_cabus_blancs,direct,,,"Brassica oleracea var. capitata L., 1753",http://taxref.mnhn.fr/lod/taxon/144384,http://taxref.mnhn.fr/lod/taxrank/Varietas
http://ontology.inrae.fr/frenchcropusage/Choux_cabus_rouges,direct,,,"Brassica oleracea var. capitata L., 1753",http://taxref.mnhn.fr/lod/taxon/144384,http://taxref.mnhn.fr/lod/taxrank/Varietas
http://ontology.inrae.fr/frenchcropusage/Choux_chinois,direct,,,"Brassica rapa var. glabra Regel, 1860",http://taxref.mnhn.fr/lod/taxon/446630,http://taxref.mnhn.fr/lod/taxrank/Varietas
http://ontology.inrae.fr/frenchcropusage/Choux_chinois,direct,,,"Brassica rapa var. chinensis (L.) Kitam., 1950",http://taxref.mnhn.fr/lod/taxon/639341,http://taxref.mnhn.fr/lod/taxrank/Varietas
http://ontology.inrae.fr/frenchcropusage/Choux_chinois,direct,,,"Colocasia esculenta (L.) Schott, 1832",http://taxref.mnhn.fr/lod/taxon/447722,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Choux_fleurs,direct,,,"Brassica oleracea subsp. botrytis (L.) Duchesne, 1833",http://taxref.mnhn.fr/lod/taxon/612322,http://taxref.mnhn.fr/lod/taxrank/SubSpecies
http://ontology.inrae.fr/frenchcropusage/Choux_fleurs,direct,,,"Brassica oleracea var. botrytis L., 1753",http://taxref.mnhn.fr/lod/taxon/446631,http://taxref.mnhn.fr/lod/taxrank/Varietas
http://ontology.inrae.fr/frenchcropusage/Choux_fourragers,direct,,,"Brassica oleracea var. viridis L., 1753",http://taxref.mnhn.fr/lod/taxon/144394,http://taxref.mnhn.fr/lod/taxrank/Varietas
http://ontology.inrae.fr/frenchcropusage/Choux_fourragers,direct,,,"Brassica oleracea var. ramosa DC., 1821",http://taxref.mnhn.fr/lod/taxon/932466,http://taxref.mnhn.fr/lod/taxrank/Varietas
http://ontology.inrae.fr/frenchcropusage/Choux_frisés,direct,,,"Brassica oleracea var. sabellica L., 1753",http://taxref.mnhn.fr/lod/taxon/144393,http://taxref.mnhn.fr/lod/taxrank/Varietas
http://ontology.inrae.fr/frenchcropusage/Choux_pommes,direct,,,"Brassica oleracea var. capitata L., 1753",http://taxref.mnhn.fr/lod/taxon/144384,http://taxref.mnhn.fr/lod/taxrank/Varietas
http://ontology.inrae.fr/frenchcropusage/Choux_raves,direct,,,"Brassica oleracea var. gongylodes L., 1753",http://taxref.mnhn.fr/lod/taxon/613662,http://taxref.mnhn.fr/lod/taxrank/Varietas
http://ontology.inrae.fr/frenchcropusage/Choux_raves,direct,,,"Brassica oleracea var. gongylodes L., 1753",http://taxref.mnhn.fr/lod/taxon/613662,http://taxref.mnhn.fr/lod/taxrank/Varietas
http://ontology.inrae.fr/frenchcropusage/Christophines,direct,,,"Sicyos edulis Jacq., 1760",http://taxref.mnhn.fr/lod/taxon/636548,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Christophines,direct,,,"Sicyos edulis Jacq., 1760",http://taxref.mnhn.fr/lod/taxon/636548,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Ciboulettes,direct,,,"Allium fistulosum L., 1753",http://taxref.mnhn.fr/lod/taxon/81373,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cocotiers,direct,,,"Cocos nucifera L., 1753",http://taxref.mnhn.fr/lod/taxon/447749,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Combavas,direct,,,"Citrus hystrix DC., 1813",http://taxref.mnhn.fr/lod/taxon/445970,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Coniferes,direct,,,"Belone svetovidovi Collette & Parin, 1970",http://taxref.mnhn.fr/lod/taxon/68782,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Coquerets_du_Perou,direct,,,"Physalis peruviana L., 1763",http://taxref.mnhn.fr/lod/taxon/113329,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Coriandres,direct,,,"Coriandrum sativum L., 1753",http://taxref.mnhn.fr/lod/taxon/92465,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cornilles,direct,,,"Vigna unguiculata (L.) Walp., 1842",http://taxref.mnhn.fr/lod/taxon/447217,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cornilles,direct,,,"Vigna unguiculata subsp. unguiculata (L.) Walp., 1842",http://taxref.mnhn.fr/lod/taxon/670690,http://taxref.mnhn.fr/lod/taxrank/SubSpecies
http://ontology.inrae.fr/frenchcropusage/Courges,direct,,,"Cucurbita moschata Duchesne, 1786",http://taxref.mnhn.fr/lod/taxon/611694,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Courges_musquees,direct,,,"Cucurbita moschata Duchesne, 1786",http://taxref.mnhn.fr/lod/taxon/611694,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Courgettes,direct,,,"Cucurbita pepo L., 1753",http://taxref.mnhn.fr/lod/taxon/93555,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Cumins,direct,,,"Cuminum cyminum L., 1753",http://taxref.mnhn.fr/lod/taxon/93564,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Curcumas,direct,,,"Curcuma longa L., 1753",http://taxref.mnhn.fr/lod/taxon/447931,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Echalotes,direct,,,"Allium cepa var. aggregatum G.Don, 1827",http://taxref.mnhn.fr/lod/taxon/446104,http://taxref.mnhn.fr/lod/taxrank/Varietas
http://ontology.inrae.fr/frenchcropusage/Epeautres,direct,,,"Triticum aestivum subsp. spelta (L.) Thell., 1912",http://taxref.mnhn.fr/lod/taxon/141957,http://taxref.mnhn.fr/lod/taxrank/SubSpecies
http://ontology.inrae.fr/frenchcropusage/Fetuques,direct,,,"Festuca plonkae Foggi & Signorini, 2005",http://taxref.mnhn.fr/lod/taxon/717201,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Fetuques,direct,,,"Patzkea paniculata subsp. longiglumis (Litard.) H.Scholz, 2010",http://taxref.mnhn.fr/lod/taxon/718266,http://taxref.mnhn.fr/lod/taxrank/SubSpecies
http://ontology.inrae.fr/frenchcropusage/Fetuques,direct,,,"Festuca laevigata Gaudin, 1808",http://taxref.mnhn.fr/lod/taxon/98319,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Fetuques,direct,,,"Festuca longifolia Thuill., 1799",http://taxref.mnhn.fr/lod/taxon/98349,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Fetuques,direct,,,"Schedonorus x aschersonianus (Dörfl.) Holub, 1998",http://taxref.mnhn.fr/lod/taxon/121495,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Fetuques,direct,,,"Schedonorus x fleischeri (Rohlena) Holub, 1998",http://taxref.mnhn.fr/lod/taxon/121496,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Fetuques,direct,,,"Schedonorus x schlickumii (Grantzow) Holub, 1998",http://taxref.mnhn.fr/lod/taxon/121497,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Fetuques,direct,,,"Festuca x picoeuropeana Nava, 1985",http://taxref.mnhn.fr/lod/taxon/98625,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Fetuques,direct,,,"Patzkea durandoi subsp. fontqueri (Rivas Ponce & Cebolla) H.Scholz, 2010",http://taxref.mnhn.fr/lod/taxon/718265,http://taxref.mnhn.fr/lod/taxrank/SubSpecies
http://ontology.inrae.fr/frenchcropusage/Fraisiers,direct,,,"Fragaria x ananassa (Weston) Duchesne ex Rozier, 1785",http://taxref.mnhn.fr/lod/taxon/98870,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Framboisiers,direct,,,"Rubus rosifolius Sm., 1791",http://taxref.mnhn.fr/lod/taxon/445921,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Framboisiers,direct,,,"Rubus rosifolius Sm., 1791",http://taxref.mnhn.fr/lod/taxon/445921,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Gaillets,direct,,,"Galium x effulgens Beck, 1893",http://taxref.mnhn.fr/lod/taxon/99602,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Gaillets,direct,,,"Galium x grenchense Lüscher, 1904",http://taxref.mnhn.fr/lod/taxon/99604,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Gaillets,direct,,,"Galium aparine L., 1753",http://taxref.mnhn.fr/lod/taxon/99373,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Genets_des_teinturiers,direct,,,"Genista tinctoria L., 1753",http://taxref.mnhn.fr/lod/taxon/99828,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Gentianes,direct,,,"Gentiana x digenea Jakow., 1899",http://taxref.mnhn.fr/lod/taxon/99959,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Geraniums,direct,,,"Geranium sylvaticum L., 1753",http://taxref.mnhn.fr/lod/taxon/100160,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Geraniums,direct,,,"Pelargonium zonale (L.) L'Hér., 1789",http://taxref.mnhn.fr/lod/taxon/639061,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Gerberas,direct,,,"Gerbera jamesonii Adlam, 1888",http://taxref.mnhn.fr/lod/taxon/670687,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Gesses_fourrageres,direct,,,"Vicia cracca L., 1753",http://taxref.mnhn.fr/lod/taxon/129147,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Gesses_potageres,direct,,,"Psophocarpus tetragonolobus (L.) DC., 1825",http://taxref.mnhn.fr/lod/taxon/447207,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Gingembres,direct,,,"Zingiber officinale Roscoe, 1807",http://taxref.mnhn.fr/lod/taxon/447936,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Gombos,direct,,,"Abelmoschus esculentus (L.) Moench, 1794",http://taxref.mnhn.fr/lod/taxon/447298,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Goyaviers,direct,,,"Psidium guajava L., 1753",http://taxref.mnhn.fr/lod/taxon/447405,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Grenadilles,direct,,,"Passiflora edulis f. flavicarpa O.Deg., 1946",http://taxref.mnhn.fr/lod/taxon/631005,http://taxref.mnhn.fr/lod/taxrank/Forma
http://ontology.inrae.fr/frenchcropusage/Groseilliers,direct,,,"Ribes alpinum L., 1753",http://taxref.mnhn.fr/lod/taxon/117748,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Groseilliers,direct,,,"Hibiscus sabdariffa L., 1753",http://taxref.mnhn.fr/lod/taxon/629855,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Helichryse_Italie,direct,,,"Helichrysum bracteatum (Vent.) Andrews, 1805",http://taxref.mnhn.fr/lod/taxon/101068,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Helichryse_Italie,direct,,,"Xeranthemum annuum L., 1753",http://taxref.mnhn.fr/lod/taxon/130511,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Helichryse_Italie,direct,,,"Gomphrena globosa L., 1753",http://taxref.mnhn.fr/lod/taxon/446891,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Helichryse_Italie,direct,,,"Gnaphalium polycaulon Pers., 1807",http://taxref.mnhn.fr/lod/taxon/706328,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Helichryse_Italie,direct,,,"Erythrina berteroana Urb., 1908",http://taxref.mnhn.fr/lod/taxon/629665,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Helichryse_Italie,direct,,,"Erythrina velutina Willd., 1801",http://taxref.mnhn.fr/lod/taxon/629669,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Helichryse_Italie,direct,,,"Erythrina corallodendron var. bicolor Krukoff, 1939",http://taxref.mnhn.fr/lod/taxon/639545,http://taxref.mnhn.fr/lod/taxrank/Varietas
http://ontology.inrae.fr/frenchcropusage/Hetres,direct,,,"Fagus sylvatica L., 1753",http://taxref.mnhn.fr/lod/taxon/97947,http://taxref.mnhn.fr/lod/taxrank/Species
http://ontology.inrae.fr/frenchcropusage/Laitues_batavia,direct,,,"Lactuca sativa var. capitata L., 1753",http://taxref.mnhn.fr/lod/taxon/448641,http://taxref.mnhn.fr/lod/taxrank/Varietas
http://ontology.inrae.fr/frenchcropusage/Laitues_couper,direct,,,"Lactuca sativa var. crispa L., 1753",http://taxref.mnhn.fr/lod/taxon/148028,http://taxref.mnhn.fr/lod/taxrank/Varietas
http://ontology.inrae.fr/frenchcropusage/Laitues_couper,direct,,,"Lactuca sativa var. crispa L., 1753",http://taxref.mnhn.fr/lod/taxon/148028,http://taxref.mnhn.fr/lod/taxrank/Varietas
http://ontology.inrae.fr/frenchcropusage/Laitues_pommees,direct,,,"Lactuca sativa var. capitata L., 1753",http://taxref.mnhn.fr/lod/taxon/448641,http://taxref.mnhn.fr/lod/taxrank/Varietas
